stock_code,company_name,total_assets,total_liabilities,accounts_receivable,revenue,net_income,total_equity,debt_to_asset,receivable_to_asset,roe,revenue_growth,risk_level,risk_score
000027,000027,34233116190.9,36424852468.45,1207070348.18,41213608804.88,2632096051.01,48415711184.88,1.064023861144508,0.035260311724144726,0.05436450248472218,0.017507029325013877,Extreme,66.26804077207066
000028,000028,37576395698.77,24802407197.79,7406159009.11,74378494389.57,237003526.49,17669528375.65,0.6600528533023158,0.197096045839022,0.013413121247571581,-0.014560504185698134,Medium,59.53926375571271
000029,000029,5404377582.72,2528860451.2,3636840229.34,407022191.44,-377595958.3,3512112493.42,0.46792815869968046,0.6729434007291537,-0.10751248970738614,-0.23331775140955216,Low,68.19460729331477
000030,000030,9333607210.91,7368816083.92,1310628059.1,16468392260.56,927600915.05,7933585149.19,0.7894928420928871,0.14042031440620453,0.11692077385023161,0.039498895220769076,High,58.877284824478245
000031,000031,125172594058.41,81406041540.89,76784578052.09,35790676999.47,-2559335778.34,10595809900.29,0.650350359463694,0.6134296299416754,-0.24154225136390495,-0.026984323143506853,Medium,70.11609476388777
000032,000032,58817735026.27,48755567573.66,1077124945.62,67389424494.27,820042754.02,6494762605.59,0.8289263017673855,0.018312927982332527,0.1262621598076879,0.19731649082973743,High,55.1958933490903
000034,000034,36491203677.94,29368087626.1,12616206356.66,128166392637.76,777213469.9,9245179332.39,0.8047990930990819,0.34573280914509447,0.0840668895601704,0.07141136364169297,High,64.97150714617864
000035,000035,5505844123.77,8498492726.57,279116122.15,5667336235.45,310408889.98,10753821805.7,1.5435403791909117,0.05069451947340667,0.028864983592667454,0.06456222015417927,Extreme,81.20632757120403
000037,000037,1088131454.51,441164008.74,80234374.79,442971955.85,63927424.48,1485380575.08,0.4054326404328253,0.0737359208370009,0.043037741002205435,-0.24892025397337714,Low,50.41963624858842
000039,000039,100763425000.0,80856808000.0,19735685000.0,177664098000.0,4195157000.0,51619332000.0,0.8024420368799492,0.19586159362883904,0.08127104395694233,0.390069373471314,High,58.03733111348276
000048,000048,2901016298.27,5576361219.44,1718786404.76,5960479688.87,735172926.25,4291838163.69,1.9222095452429626,0.5924773348515779,0.17129558436516612,-0.5199744948732349,Extreme,100.0
000049,000049,11491586746.31,7779155736.74,2201384983.56,20859251590.68,297120188.32,6578542940.36,0.6769435682359464,0.19156492764298844,0.04516504505840325,0.02831328213653649,Medium,58.68517129032765
000055,000055,6146558825.91,5191326493.57,705666408.74,4424224197.71,146168290.32,6125803906.35,0.8445907117469785,0.1148067445096852,0.02386107889749493,0.030757964830420318,High,62.30378334440991
000056,000056,765175691.33,6629625914.3,80241677.58,657815797.49,-653136199.74,357655764.85,8.664187832178294,0.1048669978531687,-1.8261587367784322,-0.43858206834745456,Extreme,100.0
000058,000058,3031615431.47,1912403439.06,1522788361.58,1711470295.1,50174411.67,2007073603.17,0.630819931581063,0.502302615883445,0.02499879007464093,-0.1219021190607014,Medium,67.076214783259
000060,000060,18223615595.77,13692420904.35,11755802462.15,59862362351.41,1320803678.07,14200254239.92,0.75135588941682,0.6450861740564103,0.09301267820662913,-0.08811253663621005,High,72.22363944511123
000061,000061,4192141473.2,9707485358.09,965846423.42,5628090809.91,558798146.25,6311350035.35,2.315638777972814,0.230394520221842,0.08853860792384516,0.02512775728813899,Extreme,100.0
000062,000062,12762066117.97,7972143222.71,2955501932.71,21953724057.41,272642330.28,6957811881.07,0.6246749663429961,0.2315849099503112,0.039185067797215575,0.06603964291007786,Medium,57.8898486150165
000063,000063,141787346000.0,82635473000.0,41257657000.0,121298752000.0,8355613000.0,72808483000.0,0.582812749735791,0.29098264523549233,0.11476153129024814,-0.023759397498985882,Medium,57.127504315694694
000065,000065,13755633434.66,11876351371.43,1564263208.2,19079925410.56,1025920069.12,9458689738.39,0.863380914288194,0.113718006199448,0.10846323301588978,-0.11206186836203336,High,62.1534154418551
000066,000066,19379271133.21,12153324901.52,6014531623.32,14202752494.2,-1427383638.21,11236035373.79,0.6271301339446668,0.3103590213469369,-0.12703623571171907,0.058308864042458323,Medium,60.98979091158884
000068,000068,1518078471.69,1685242189.84,28314840.39,1009783945.13,9275087.56,712525669.43,1.1101153341328298,0.01865176334295718,0.013017197776775964,0.09619513688330915,Extreme,67.48237279430634
000069,000069,223603716626.63,154552010265.31,151008968429.56,54407299587.95,-9720853491.19,53188671102.26,0.6911871260323393,0.675341942914627,-0.18276172894977552,-0.0239819166677255,Medium,72.85898152051311
000070,000070,4175992193.09,3134666695.47,1071661833.75,4409404867.78,-358493453.06,1501541577.59,0.7506399798009493,0.2566244820867422,-0.23875026733218283,-0.10691793570101499,High,65.00399080320719
000078,000078,25834823219.04,25579162823.03,3486933682.12,30317288483.53,-1167311201.03,1795232448.56,0.9901040392712429,0.13497029387645143,-0.6502284436571593,-0.16753673370454186,High,69.75274586209399
000090,000090,52829928649.63,36744982974.04,23257598557.29,21357354258.66,593603080.6,14589498474.27,0.6955334582738898,0.4402352823819854,0.04068701070478035,-0.2089663479715625,Medium,67.94437401986245
000096,000096,1344704519.21,110173357.22,11238511.38,1977439058.81,99457493.17,2803670335.39,0.08193127608786925,0.008357606611304103,0.035474032704406785,-0.22537526450340387,Low,39.03378027534255
000100,000100,95373443000.0,111056333000.0,17594133000.0,164962838000.0,-4156142000.0,53167609000.0,1.1644366556002388,0.18447622783210207,-0.07817056433739572,-0.054362522784392193,Extreme,75.08863059165364
000151,000151,2029073560.12,1984121348.26,124690047.13,1226342450.19,-588473725.24,370041081.38,0.9778459427279997,0.06145171352123173,-1.5902929562452788,-0.6001920239888164,High,71.87359135975895
000153,000153,1965350782.21,2188094915.89,593108354.64,4284620583.14,157650906.74,2019573061.58,1.1133355611101283,0.3017824400655138,0.07806150207641552,0.0021480541135198597,Extreme,73.9716097418961
000155,000155,9568483688.82,4351392379.85,276856886.31,3054861977.34,725548198.7,10276598592.7,0.4547630033517485,0.028934248655665778,0.07060197906488189,-0.07790827895765738,Low,48.380279629898624
000156,000156,13314069810.13,10437234247.68,1306008596.56,9394570758.66,541816212.47,14938165914.22,0.7839251556078547,0.09809236508331393,0.036270598116347884,-0.03217247642997285,High,60.385023606709524
000157,000157,74427969191.66,42985181220.3,22563554613.11,45478184506.84,4008812478.08,57137084576.4,0.5775406972291364,0.3031596167162163,0.07016130605543368,-0.03391765441457676,Medium,58.490355227539425
000158,000158,10922824007.67,9543900204.89,2022666120.05,8818335256.03,-617004704.35,5373836896.59,0.8737575738827503,0.18517794653009928,-0.1148164181800017,-0.020968340890715444,High,66.05185928864215
000159,000159,1592696421.98,1301709079.69,75079755.94,2576415793.29,-438891843.5,2022368712.27,0.8172989288641386,0.04714002926349438,-0.21701870724026753,-0.4292957996557238,High,64.99042659406875
000301,000301,36926353376.68,92099097347.26,16873219225.01,137674557166.85,-2283873644.82,34033834904.63,2.4941292308983614,0.4569424728428748,-0.06710597413485424,-0.019689447801630094,Extreme,100.0
000333,000333,389063786000.0,351819806000.0,63339188000.0,409084266000.0,38757214000.0,216750057000.0,0.9042728176196795,0.16279898124468464,0.17881062887102261,0.09465757018245098,High,60.78131763610742
000338,000338,184749684708.12,154839470079.67,35675282801.36,215690504589.82,14277681970.39,86696358548.97,0.8381041100248471,0.19310064240554572,0.1646860630521791,0.008095164043307476,High,60.7725361441465
000400,000400,20591189699.51,12408723886.85,2644362782.43,17089133346.79,1292177503.62,11295271308.57,0.6026229697230795,0.12842204947939104,0.1143998641838371,0.0016550586099426314,Medium,53.412693137981805
000401,000401,14369358160.88,16175581671.29,2783327687.4,25286646897.45,-1135839757.23,27661746583.48,1.1256996652312121,0.193698817736863,-0.04106175124561152,-0.10442657507431878,Extreme,74.65772615110113
000403,000403,3578948533.75,956971752.28,1233248553.27,2654684638.93,745042150.36,7924650751.55,0.2673890790145817,0.3445840423913025,0.09401577100596838,0.1399742774196903,Low,47.8861363808739
000404,000404,9732085226.76,7643270800.48,1774990467.24,11966527971.76,635013362.42,4113449525.84,0.785368255866024,0.18238542161132806,0.1543749007811941,-0.07157138108048826,High,59.97702450753896
000407,000407,2118052287.41,2787332350.67,399539931.27,4225821777.57,139010696.24,2958035331.45,1.3159884518613136,0.18863553730232316,0.04699426499813251,-0.0965001231977394,Extreme,78.98568659542157
000408,000408,2086522627.18,822515713.28,427157769.09,3250800389.88,2569273691.44,13865071905.51,0.3942040707182052,0.20472232772635537,0.1853054718323507,-0.3779231060696859,Low,51.09077457959313
000410,000410,1866801435.41,1900243585.83,565681610.4,1503850639.32,11344975.86,1053154794.41,1.0179141443678261,0.3030218424252288,0.010772372608677815,0.0016312528011179675,Extreme,72.82734854843739
000411,000411,12661531379.57,8739555232.39,3736441464.96,33351653828.95,611927758.16,4637220801.37,0.6902447239906303,0.2951018603475509,0.13196002182583472,0.040544343968162894,Medium,59.38044424308018
000417,000417,5525267410.19,6033082258.21,2594730926.19,7035673606.44,264796724.92,4700036882.28,1.091907741349036,0.4696118275478678,0.05633928659545889,0.05197794137335721,Extreme,77.56926635054774
000419,000419,2651713439.93,1395937626.67,133497597.75,2082520315.05,172122881.24,3460072712.28,0.5264285369790372,0.050343900566240704,0.04974545206206964,-0.0236065186198592,Medium,51.04388250817398
000420,000420,2904545558.24,6035433786.44,683921578.5,3883475565.13,28884120.52,4390453748.11,2.0779270510382877,0.23546594976269544,0.006578846328226102,0.039271128051936784,Extreme,100.0
000421,000421,8118432068.34,8419130169.53,4852377156.83,6569468128.92,90692694.15,2716279477.94,1.0370389378957363,0.5976988063684296,0.03338857245233854,0.4182710402207562,Extreme,76.0362135825668
000422,000422,6615161593.78,8247746883.65,1918458429.05,16963593887.39,893723240.87,7362231444.59,1.2467944685440582,0.2900093069311954,0.12139298358064199,-0.0046029343291958,Extreme,76.66527148337754
000425,000425,108087430370.05,79795057157.18,32543459789.62,91659763823.82,5983454032.59,59308738075.25,0.7382454822359292,0.30108459122585896,0.10088655106770755,-0.012799994137585884,High,62.28031541240753
000426,000426,1705401269.37,3033122507.9,506076573.09,4270387237.8,1501903588.73,7900537526.26,1.778538905990424,0.2967492649263431,0.19010144357114134,0.15228857714120417,Extreme,89.49947694218073
000428,000428,959292432.72,3173461236.48,468952680.27,603895488.28,-231203226.64,1549995632.26,3.308127040554145,0.4888526837851943,-0.14916379235397575,-0.12172898802602601,Extreme,100.0
000430,000430,101062704.25,699523421.93,3673461.83,431606227.65,-582091783.44,289599399.2,6.921677260877372,0.03634834291503732,-2.009989609950821,0.02774133931950639,Extreme,100.0
000488,000488,15890976841.18,43842334611.49,2835388802.15,22729474852.76,-7793019417.29,9156104358.91,2.758945220905277,0.17842759639560682,-0.8511282868577669,-0.14578368330850422,Extreme,100.0
000498,000498,117100248033.86,103175606854.27,2838780693.51,71348284153.46,3021458802.2,24293763093.36,0.8810878592198743,0.024242311533696798,0.12437179001823016,-0.022949554539452383,High,59.158894359877415
000501,000501,5318883977.91,12085832437.76,1486186910.78,6703738005.55,215392353.47,10976763782.62,2.272249683947609,0.2794170575918412,0.019622573441093843,-0.06600664388478393,Extreme,100.0
000503,000503,1553020654.73,514702592.91,738909.63,356896420.31,-11466549.76,1405606183.2,0.33142031391687027,0.0004757886688432118,-0.008157725753521713,0.08108917208311098,Low,44.143612413396085
000505,000505,4763166985.15,2741136274.47,2357805420.92,11434843516.27,4311914.18,3143289575.69,0.5754860753393631,0.49500792818535816,0.001371783946776036,-0.039170265905218236,Medium,64.99718852519763
000506,000506,457161948.07,1339134992.92,69239833.46,333212837.61,-137001192.51,529407519.19,2.9292354680292716,0.15145581068658429,-0.25878210555001846,0.17173544958121287,Extreme,100.0
000507,000507,6062012042.71,4158687462.75,280410874.75,5124968975.96,477929120.78,6623910165.05,0.686024282606155,0.04625706329422654,0.07215211391327683,-0.060682172010960274,Medium,55.54017393281799
000509,000509,603185199.44,517742464.08,183158525.73,1032395934.98,-10456221.01,134126620.83,0.8583474272257915,0.30365222140736414,-0.07795783525518646,0.39372409063160024,High,64.40448744564185
000510,000510,925959651.38,959040935.33,334339954.09,2037122003.84,-60465408.36,1312136959.85,1.0357264853827026,0.36107399884186947,-0.04608162883157582,-0.21325513666385135,Extreme,77.23119589916632
000513,000513,16419980644.3,7625428371.79,1997642296.29,11812338854.68,2304484952.49,13862334189.33,0.46439935204412536,0.12165923575454747,0.16624075866413526,-0.049694092242410705,Low,48.31438341100817
000516,000516,1615075051.84,4151485482.84,81005105.26,4815466752.34,-365139719.05,3674927755.19,2.570459792633385,0.050155629094582106,-0.09935969993813434,0.0427888017699414,Extreme,100.0
000517,000517,17557147145.05,10814816405.67,13192106381.35,23980887861.24,-1848529033.98,5818173969.45,0.6159780012277845,0.7513809773513994,-0.3177163563149254,0.07376832703173454,Medium,71.52618120030117
000518,000518,446613153.6,133752482.72,359876908.61,203517230.21,-113806914.03,371713279.67,0.29948173635699205,0.8057911096194816,-0.306168545097543,-0.13551077940143522,Low,65.48433762521115
000519,000519,10870456332.13,5092586108.36,2361905193.26,4569178640.7,-367843281.72,10246261095.3,0.4684795148210801,0.21727746481800175,-0.03590024481112737,-0.2529035269410771,Low,57.01535733449322
000520,000520,231082380.4,174116773.06,11415721.36,887720580.72,-82701866.14,458768503.86,0.7534835531753074,0.04940108951725165,-0.1802692762126445,-0.12245803081827082,High,60.064114141373224
000521,000521,17945175930.54,17169225232.08,3514968009.34,28601036014.96,724667502.87,6085800940.38,0.9567599280462082,0.19587258564336787,0.11907512420620703,0.17953706207037665,High,63.827363756611504
000523,000523,1981840257.17,619224994.79,327345741.42,2053156540.43,544645767.62,1921527847.46,0.3124494986665737,0.16517261683211468,0.28344411887652216,-0.21909931340453292,Low,43.607690542932346
000525,000525,2234723809.07,3345949262.36,562638073.9,3007032836.24,358666913.71,2863502201.39,1.4972540448980343,0.25177074304056696,0.12525463173588483,-0.06967421163660059,Extreme,83.7772662459241
000526,000526,1265207919.87,2572815070.06,21579002.91,2785797297.92,176243865.93,825492942.92,2.0335116700220754,0.017055696989485523,0.21350135993479974,0.25903988214441065,Extreme,88.5038097055853
000528,000528,33963480702.02,23518285446.74,9416452406.3,30062709198.12,1386828149.98,17569435459.68,0.6924580449535973,0.27725227837852173,0.07893413269667225,0.092429796978177,Medium,59.80739702087239
000529,000529,2763003877.01,1539847178.96,251434185.75,2335678319.1,123578329.38,3172354699.67,0.5573090909399497,0.0910003014625122,0.03895476423013324,-0.16294702954511875,Medium,54.64988145445915
000530,000530,5085217104.46,3740297516.91,1393653788.81,4531147208.98,113681979.77,3132102966.64,0.7355236640004149,0.2740598405499134,0.0362957351596757,-0.0591357392173648,High,63.601169946942036
000531,000531,2332286827.44,5280411718.74,160457734.77,4298782477.26,196497019.85,6618401890.6,2.2640490254519703,0.06879845689739801,0.029689496512606956,-0.10855214364737864,Extreme,100.0
000532,000532,415726078.67,550938971.23,29997565.2,485864823.94,237768297.46,1485564129.33,1.3252451541952242,0.07215704460006182,0.1600525300561984,0.21175954765543523,Extreme,70.44237201289896
000533,000533,2231920222.56,1679163132.43,303182133.52,2419568784.32,132802304.64,868404314.28,0.7523401219529295,0.1358391444530449,0.1529268135316754,0.1706139144111869,High,55.436872787510254
000534,000534,1232922998.19,987874046.02,343884908.07,1078865064.75,186608678.66,1360987340.6,0.8012455339629923,0.278918398452168,0.13711272184040477,0.09926818278612329,High,61.58982610632261
000536,000536,875145847.38,3310564604.96,202499544.78,1738973014.92,-1131108792.71,1297043051.17,3.7828718662964858,0.23138948254881223,-0.8720672700028587,0.19480523038855183,Extreme,100.0
000538,000538,34150663141.08,12858491395.24,6294368316.3,40033300814.72,4767072360.28,38831946424.51,0.37652245117818683,0.1843117449959112,0.1227616125178601,0.023573975900424385,Low,47.598687088292635
000539,000539,30987370975.0,44349110472.0,2577119489.0,57159067233.0,1754833226.0,22894681796.0,1.431199520210346,0.083166767877119,0.0766480723181133,-0.0426963476090322,Extreme,78.52591647137585
000541,000541,9128986031.23,6468388388.47,2025499361.38,9048237647.14,523485111.75,6574304305.27,0.7085549661640218,0.2218756118643215,0.07962593263752202,-0.0009996759247798894,High,59.82288772483844
000543,000543,9453768218.37,15132420870.63,999085431.51,30093871084.44,2993585530.5,15822330214.54,1.6006761030194898,0.10568118536782364,0.1892000413282382,0.07991971047749995,Extreme,80.13311458679934
000544,000544,9830919208.6,7723055428.43,20837096.08,5443265656.21,1071370280.27,9835801675.99,0.785588332541065,0.0021195470777312353,0.10892556759102849,-0.3033012959848885,High,58.930512423248395
000545,000545,800445946.99,1486161954.46,154316157.63,2132842535.4,-253779280.65,1146649604.67,1.8566674739856814,0.19278773065225835,-0.22132243330170281,-0.05804193634243132,Extreme,96.10013684930121
000546,000546,2010859749.61,958037553.11,941809253.23,6733519809.19,-22756838.87,4161887438.48,0.47643181146562236,0.4683614824020726,-0.005467913105865071,1.3679378227982097,Low,51.00199140402049
000547,000547,6840098552.43,5042956716.6,2158824734.41,1868864473.05,-1840348256.39,5188954276.93,0.7372637510914882,0.31561310379702934,-0.3546665008346973,0.003376640994115195,High,64.97447371772923
000550,000550,20494646240.0,19241068920.0,2054517242.0,38374160748.0,1205176809.0,11292579854.0,0.9388339127535973,0.10024653355519446,0.10672289455390555,0.1569869036554519,High,61.43323932108562
000551,000551,4033884831.8,2373708432.63,1419492429.49,4192065291.1,380066184.47,2620335102.08,0.5884422911426561,0.35189215574520855,0.14504487772129096,-0.03032455806197645,Medium,58.12769626549739
000552,000552,9659341632.38,7922902712.64,1001860775.42,9603970618.61,1215461195.34,16880930621.74,0.8202321663498146,0.10371936448148464,0.07200202539631766,-0.14700083944362313,High,61.86990686205985
000553,000553,25917390000.0,18013457000.0,11164663000.0,29488046000.0,-2903204000.0,18991094000.0,0.6950336048498711,0.43077883228210867,-0.15287186720259507,-0.1004107572743123,Medium,67.62458652529197
000555,000555,9668875021.78,6172188547.66,2538700097.19,10002831521.49,-536465761.64,5643853668.62,0.6383564306867755,0.2625641650627764,-0.09505309548026841,-0.17031843387536333,Medium,62.41798138592631
000558,000558,751496375.5,454276233.24,130462704.06,412926248.65,-21856577.55,1063231206.36,0.6044955744966198,0.1736039032433098,-0.020556749481447756,0.6181558351723204,Medium,51.29340646425813
000559,000559,14236202770.97,10686790362.9,3536803114.98,12868427458.12,957419861.48,9150318306.29,0.7506770263691491,0.24843725337996264,0.10463241052738702,-0.11171414433264944,High,62.232573305715356
000560,000560,10700620174.45,15106044950.41,216542142.32,12536094465.65,70033165.08,9385985309.63,1.4116980795635456,0.0202364104874071,0.007461461185981842,0.0367492104091447,Extreme,77.30282401535055
000561,000561,3179863750.34,2083433421.71,836739554.25,1201478479.2,-161729821.46,1770776429.72,0.6551958150682504,0.2631369203037499,-0.09133271639806792,-0.182846221258414,Medium,63.0627596722254
000564,000564,4274503060.58,4733935477.18,2548280496.47,1423720261.14,-1383610135.84,15417222647.51,1.107482065187166,0.5961583043349671,-0.08974444797704621,0.016936115706974522,Extreme,82.95905840691941
000565,000565,481367857.29,185874821.73,77148648.28,350443974.95,4366872.82,1240882570.2,0.3861388310728436,0.16026962978860013,0.0035191668614510127,-0.2993948216923073,Low,53.49687472228711
000566,000566,1401755463.26,4299131641.34,375432144.11,990701458.53,-1595200649.41,525286982.84,3.0669626436423525,0.2678299845801023,-3.036817399862907,-0.32996456417781284,Extreme,100.0
000570,000570,3250077632.76,1684481468.6,819201998.42,2415869028.32,24617564.88,3362683464.32,0.5182896099529538,0.2520561324943875,0.0073208094491219525,0.1206895148523654,Medium,55.460176226196594
000571,000571,741620144.13,1214799521.02,30726597.87,820655114.44,-115428837.33,226933900.8,1.638034687481541,0.041431719611723324,-0.5086451910582062,-0.32962571465289303,Extreme,88.47309076126824
000572,000572,3126598501.18,2894663653.56,426613687.95,1823198497.64,-276470868.87,1756587726.73,0.9258187939601243,0.13644658493535164,-0.15739086904852065,-0.2943783465606197,High,69.12951190779373
000573,000573,1454176947.41,385381147.16,940353437.95,489555332.19,-47125120.01,1583666681.02,0.26501668029217024,0.6466568182261734,-0.029756968795761927,0.38979716065169584,Low,55.21894925790248
000576,000576,894522021.63,130579098.44,177203161.42,396288612.52,17155299.05,1612340099.58,0.14597639329444173,0.19809815424901445,0.010640000242175209,0.22584747425427704,Low,41.80727090646146
000581,000581,13307830772.22,7373709831.11,2308920401.14,11167263155.85,1717171190.56,19840528176.64,0.554088037135441,0.173500883852525,0.08654866318436909,0.006681714269729755,Medium,53.729629488069826
000582,000582,5109769026.53,6167405597.02,41893718.64,7003254738.88,1346041224.15,17621736791.95,1.2069832442520856,0.00819874996746177,0.07638527575584386,0.007719632111021573,Extreme,69.4276378617428
000584,000584,2219842214.42,2559165176.7,872904211.81,1935963540.14,-220890119.85,327951861.35,1.152859045600526,0.39322804393017285,-0.6735443395281098,-0.11513184479239182,Extreme,80.56779091419403
000586,000586,476542854.26,224852793.67,77475520.35,422197654.74,-8578483.35,323875400.87,0.47184170670057124,0.16257828578776598,-0.02648698643662446,-0.14846608291096494,Low,54.70436917482093
000589,000589,8663911933.32,7141471351.12,1897871943.3,10690550119.05,620745586.01,8791161894.97,0.8242779250392723,0.2190548516543771,0.07061018707494959,0.11346025759758482,High,62.304851789688016
000590,000590,499993608.88,236262891.88,124783406.23,343208128.81,-127230053.08,598246119.42,0.4725318237751791,0.24957000252366907,-0.21267175657294632,-0.1518351588181108,Low,56.9335563645282
000591,000591,15039046645.0,6524933610.96,126447966.85,6039099376.15,1227456062.82,23451708087.13,0.43386617283545237,0.008407977568979739,0.052339729722868766,-0.36699753594703116,Low,50.58766674068666
000592,000592,3009487545.91,1728600022.89,1726572684.05,1563391258.8,-127079037.52,1886791742.91,0.5743835109865228,0.5737098617990539,-0.06735191522727671,0.2677907788110362,Medium,63.896344086461674
000593,000593,519008826.63,842939283.38,88382453.04,1736587208.94,20516399.42,848790237.02,1.6241328473223233,0.17029084767956676,0.024171342370796586,0.08529817830364003,Extreme,86.52399126935256
000595,000595,547612408.63,524117477.99,170300383.11,236976028.0,-166369650.7,316985107.54,0.9570956934690744,0.3109870784996496,-0.5248500536543533,-0.20460412770653927,High,73.53358904362887
000596,000596,28811933319.6,14308635452.23,9264220836.58,23577928065.99,5706611578.81,24657023779.19,0.4966218439252118,0.32154110360507443,0.23143959424763416,0.16413938836187655,Low,50.5097991680736
000597,000597,8646485795.58,8256923910.95,1323826723.69,7502554909.23,423282321.89,5321612954.62,0.9549456399004159,0.15310575359607106,0.07954023065930117,-0.08984646213187587,High,66.38597189175047
000598,000598,8850812380.45,11696258834.09,226572247.85,9048669804.99,2054837409.34,18160049995.61,1.321489862323274,0.025599034089849322,0.11315152820816765,0.11897977037222657,Extreme,71.266085813018
000599,000599,3177905564.03,5750736135.87,1035091156.04,4334578017.18,-384694804.17,1595334392.42,1.8095994421487194,0.32571488837049295,-0.24113741043747416,-0.06893399142853211,Extreme,98.12019538800922
000600,000600,8139955483.2,11961837054.54,1256159322.2,23517238270.44,695929580.11,10443793514.78,1.4695211883195132,0.15432017101230824,0.06663570848323688,0.24127193455621773,Extreme,78.86502786725
000601,000601,3218423031.29,3273182917.79,646230216.62,4441652756.13,89177356.17,4308496583.2,1.017014508648371,0.20079094958532523,0.020698021792039195,0.08153457513965183,Extreme,69.19741270288677
000603,000603,1794524286.59,2236308718.88,334046502.63,2013208417.83,474414668.69,3043161435.15,1.246184705100587,0.1861476632700043,0.15589533411217657,-0.10663174968494507,Extreme,74.20816687881276
000605,000605,2411024788.94,3525689886.49,85036783.04,1761201344.32,32313980.59,2124338428.58,1.462320048579865,0.03526997458926425,0.015211314805240362,-0.04529521072028912,Extreme,79.82402005919943
000607,000607,1329379987.84,1323202700.39,24357780.36,1431111347.84,-7996704.37,1607098532.11,0.995353256776464,0.018322662130319075,-0.0049758643979973816,-0.19398229460295174,High,67.25848720258142
000610,000610,678197635.87,1092578310.07,339641586.84,582155887.47,-264417810.27,236682568.86,1.6110028290918876,0.5008003108183998,-1.1171832870649872,0.05880644331443915,Extreme,95.26202821007223
000612,000612,2518520259.41,1497313559.85,541162888.65,6465185298.11,588697754.52,6234751349.49,0.5945211495740628,0.21487335137688163,0.09442201004024887,0.04503823241389443,Medium,55.39653569649876
000619,000619,3004192293.32,1784417731.91,1027220633.65,5276178312.18,-111742481.97,2588568738.38,0.5939758702789295,0.341929055584786,-0.043167670347410446,-0.0897352229647137,Medium,62.26485472763467
000620,000620,7600760040.86,5362810403.06,5248268726.35,3043206014.08,-669414371.36,4887127060.87,0.7055623877389526,0.690492621545276,-0.1369750290963034,-0.21468848670403415,High,75.57607203784082
000623,000623,4832934924.11,2463892768.6,936896963.88,2610575103.43,1519190955.96,29027588245.6,0.5098129412644086,0.1938567306598966,0.052336106710149405,-0.2431192291501885,Medium,56.263596128177824
000625,000625,136368604838.2,113357374109.84,17081370658.58,159733034213.25,6104174527.85,76576224624.99,0.83125712288644,0.1252588209643039,0.0797137043219803,0.055753175333731544,High,60.51880984931398
