stock_code,cash,total_assets,total_liabilities,current_liabilities,accounts_receivable,total_equity,revenue,net_income,revenue_2023,debt_to_asset,receivable_to_asset,roe,revenue_growth,company_name,risk_level,risk_score
000410,443798159.08,1866801435.41,1900243585.83,580755669.5,565681610.4,1053154794.41,1503850639.32,11344975.86,1501401473.96,1.0179141443678261,0.3030218424252288,0.010772372608677815,0.0016312528011179675,000410,Extreme,72.82734854843739
000411,1594516734.82,12661531379.57,8739555232.39,1772561052.39,3736441464.96,4637220801.37,33351653828.95,611927758.16,32052121586.44,0.6902447239906303,0.2951018603475509,0.13196002182583472,0.040544343968162894,000411,Medium,59.38044424308018
000417,1548250965.22,5525267410.19,6033082258.21,129725466.05,2594730926.19,4700036882.28,7035673606.44,264796724.92,6688042904.45,1.091907741349036,0.4696118275478678,0.05633928659545889,0.05197794137335721,000417,Extreme,77.56926635054774
000419,1106049743.27,2651713439.93,1395937626.67,275395328.0,133497597.75,3460072712.28,2082520315.05,172122881.24,2132869949.22,0.5264285369790372,0.050343900566240704,0.04974545206206964,-0.0236065186198592,000419,Medium,51.04388250817398
000420,1029280323.82,2904545558.24,6035433786.44,2568454481.07,683921578.5,4390453748.11,3883475565.13,28884120.52,3736729964.21,2.0779270510382877,0.23546594976269544,0.006578846328226102,0.039271128051936784,000420,Extreme,100.0
000421,1603828169.93,8118432068.34,8419130169.53,1851409919.54,4852377156.83,2716279477.94,6569468128.92,90692694.15,4632025855.86,1.0370389378957363,0.5976988063684296,0.03338857245233854,0.4182710402207562,000421,Extreme,76.0362135825668
000422,3242666037.27,6615161593.78,8247746883.65,2941041280.81,1918458429.05,7362231444.59,16963593887.39,893723240.87,17042037265.76,1.2467944685440582,0.2900093069311954,0.12139298358064199,-0.0046029343291958,000422,Extreme,76.66527148337754
000425,20205080632.37,108087430370.05,79795057157.18,13685563657.97,32543459789.62,59308738075.25,91659763823.82,5983454032.59,92848220501.93,0.7382454822359292,0.30108459122585896,0.10088655106770755,-0.012799994137585884,000425,High,62.28031541240753
000426,1138780376.95,1705401269.37,3033122507.9,304037901.38,506076573.09,7900537526.26,4270387237.8,1501903588.73,3706005008.22,1.778538905990424,0.2967492649263431,0.19010144357114134,0.15228857714120417,000426,Extreme,89.49947694218073
000428,143568557.5,959292432.72,3173461236.48,1474931438.44,468952680.27,1549995632.26,603895488.28,-231203226.64,687595833.23,3.308127040554145,0.4888526837851943,-0.14916379235397575,-0.12172898802602601,000428,Extreme,100.0
000430,72030014.28,101062704.25,699523421.93,40051166.66,3673461.83,289599399.2,431606227.65,-582091783.44,419956083.44,6.921677260877372,0.03634834291503732,-2.009989609950821,0.02774133931950639,000430,Extreme,100.0
000488,5909879812.18,15890976841.18,43842334611.49,26780358809.11,2835388802.15,9156104358.91,22729474852.76,-7793019417.29,26608570228.2,2.758945220905277,0.17842759639560682,-0.8511282868577669,-0.14578368330850422,000488,Extreme,100.0
000498,7111421501.09,117100248033.86,103175606854.27,8879162860.02,2838780693.51,24293763093.36,71348284153.46,3021458802.2,73024156004.38,0.8810878592198743,0.024242311533696798,0.12437179001823016,-0.022949554539452383,000498,High,59.158894359877415
000501,2690613764.47,5318883977.91,12085832437.76,650474375.0,1486186910.78,10976763782.62,6703738005.55,215392353.47,7177500740.94,2.272249683947609,0.2794170575918412,0.019622573441093843,-0.06600664388478393,000501,Extreme,100.0
000503,451840676.26,1553020654.73,514702592.91,140116325.0,738909.63,1405606183.2,356896420.31,-11466549.76,330126718.06,0.33142031391687027,0.0004757886688432118,-0.008157725753521713,0.08108917208311098,000503,Low,44.143612413396085
000505,1417025694.3,4763166985.15,2741136274.47,1311609177.78,2357805420.92,3143289575.69,11434843516.27,4311914.18,11901009211.63,0.5754860753393631,0.49500792818535816,0.001371783946776036,-0.039170265905218236,000505,Medium,64.99718852519763
000506,90564889.18,457161948.07,1339134992.92,85177390.28,69239833.46,529407519.19,333212837.61,-137001192.51,284375485.72,2.9292354680292716,0.15145581068658429,-0.25878210555001846,0.17173544958121287,000506,Extreme,100.0
000507,2844422669.0,6062012042.71,4158687462.75,717843621.63,280410874.75,6623910165.05,5124968975.96,477929120.78,5456054195.13,0.686024282606155,0.04625706329422654,0.07215211391327683,-0.060682172010960274,000507,Medium,55.54017393281799
000509,99803163.83,603185199.44,517742464.08,173186909.73,183158525.73,134126620.83,1032395934.98,-10456221.01,740746279.64,0.8583474272257915,0.30365222140736414,-0.07795783525518646,0.39372409063160024,000509,High,64.40448744564185
000510,298586344.42,925959651.38,959040935.33,268571706.1,334339954.09,1312136959.85,2037122003.84,-60465408.36,2589304485.83,1.0357264853827026,0.36107399884186947,-0.04608162883157582,-0.21325513666385135,000510,Extreme,77.23119589916632
000513,10827146984.92,16419980644.3,7625428371.79,2455000000.0,1997642296.29,13862334189.33,11812338854.68,2304484952.49,12430038325.82,0.46439935204412536,0.12165923575454747,0.16624075866413526,-0.049694092242410705,000513,Low,48.31438341100817
000516,590562003.38,1615075051.84,4151485482.84,823166366.96,81005105.26,3674927755.19,4815466752.34,-365139719.05,4617873479.43,2.570459792633385,0.050155629094582106,-0.09935969993813434,0.0427888017699414,000516,Extreme,100.0
000517,2226747417.35,17557147145.05,10814816405.67,660257528.9,13192106381.35,5818173969.45,23980887861.24,-1848529033.98,22333390972.27,0.6159780012277845,0.7513809773513994,-0.3177163563149254,0.07376832703173454,000517,Medium,71.52618120030117
000518,8012633.33,446613153.6,133752482.72,9500382.92,359876908.61,371713279.67,203517230.21,-113806914.03,235419049.03,0.29948173635699205,0.8057911096194816,-0.306168545097543,-0.13551077940143522,000518,Low,65.48433762521115
000519,6339045756.12,10870456332.13,5092586108.36,220211388.91,2361905193.26,10246261095.3,4569178640.7,-367843281.72,6115915153.49,0.4684795148210801,0.21727746481800175,-0.03590024481112737,-0.2529035269410771,000519,Low,57.01535733449322
000520,106353826.67,231082380.4,174116773.06,14097829.28,11415721.36,458768503.86,887720580.72,-82701866.14,1011599002.55,0.7534835531753074,0.04940108951725165,-0.1802692762126445,-0.12245803081827082,000520,High,60.064114141373224
000521,10492450750.61,17945175930.54,17169225232.08,766747286.01,3514968009.34,6085800940.38,28601036014.96,724667502.87,24247678970.56,0.9567599280462082,0.19587258564336787,0.11907512420620703,0.17953706207037665,000521,High,63.827363756611504
000523,1200341638.04,1981840257.17,619224994.79,247975600.0,327345741.42,1921527847.46,2053156540.43,544645767.62,2629215949.83,0.3124494986665737,0.16517261683211468,0.28344411887652216,-0.21909931340453292,000523,Low,43.607690542932346
000525,52209803.99,2234723809.07,3345949262.36,461526391.07,562638073.9,2863502201.39,3007032836.24,358666913.71,3232236356.18,1.4972540448980343,0.25177074304056696,0.12525463173588483,-0.06967421163660059,000525,Extreme,83.7772662459241
000526,997280295.62,1265207919.87,2572815070.06,490516083.33,21579002.91,825492942.92,2785797297.92,176243865.93,2212636261.51,2.0335116700220754,0.017055696989485523,0.21350135993479974,0.25903988214441065,000526,Extreme,88.5038097055853
000528,8359707174.85,33963480702.02,23518285446.74,5394658898.96,9416452406.3,17569435459.68,30062709198.12,1386828149.98,27519122309.99,0.6924580449535973,0.27725227837852173,0.07893413269667225,0.092429796978177,000528,Medium,59.80739702087239
000529,1414478758.96,2763003877.01,1539847178.96,1215250207.68,251434185.75,3172354699.67,2335678319.1,123578329.38,2790359035.26,0.5573090909399497,0.0910003014625122,0.03895476423013324,-0.16294702954511875,000529,Medium,54.64988145445915
000530,1042143744.67,5085217104.46,3740297516.91,167283407.26,1393653788.81,3132102966.64,4531147208.98,113681979.77,4815941467.7,0.7355236640004149,0.2740598405499134,0.0362957351596757,-0.0591357392173648,000530,High,63.601169946942036
000531,1090277256.71,2332286827.44,5280411718.74,1590534371.34,160457734.77,6618401890.6,4298782477.26,196497019.85,4822247814.75,2.2640490254519703,0.06879845689739801,0.029689496512606956,-0.10855214364737864,000531,Extreme,100.0
000532,187692284.0,415726078.67,550938971.23,240296999.97,29997565.2,1485564129.33,485864823.94,237768297.46,400958114.9,1.3252451541952242,0.07215704460006182,0.1600525300561984,0.21175954765543523,000532,Extreme,70.44237201289896
000533,216956808.96,2231920222.56,1679163132.43,141519880.55,303182133.52,868404314.28,2419568784.32,132802304.64,2066922966.26,0.7523401219529295,0.1358391444530449,0.1529268135316754,0.1706139144111869,000533,High,55.436872787510254
000534,380848368.48,1232922998.19,987874046.02,372157363.65,343884908.07,1360987340.6,1078865064.75,186608678.66,981439362.7,0.8012455339629923,0.278918398452168,0.13711272184040477,0.09926818278612329,000534,High,61.58982610632261
000536,500257095.23,875145847.38,3310564604.96,1228283500.11,202499544.78,1297043051.17,1738973014.92,-1131108792.71,1455444762.62,3.7828718662964858,0.23138948254881223,-0.8720672700028587,0.19480523038855183,000536,Extreme,100.0
000538,10887983161.3,34150663141.08,12858491395.24,423380272.64,6294368316.3,38831946424.51,40033300814.72,4767072360.28,39111292156.0,0.37652245117818683,0.1843117449959112,0.1227616125178601,0.023573975900424385,000538,Low,47.598687088292635
000539,15361820831.0,30987370975.0,44349110472.0,14108930833.0,2577119489.0,22894681796.0,57159067233.0,1754833226.0,59708397738.0,1.431199520210346,0.083166767877119,0.0766480723181133,-0.0426963476090322,000539,Extreme,78.52591647137585
000541,3209127437.31,9128986031.23,6468388388.47,307141147.49,2025499361.38,6574304305.27,9048237647.14,523485111.75,9057292003.9,0.7085549661640218,0.2218756118643215,0.07962593263752202,-0.0009996759247798894,000541,High,59.82288772483844
000543,2477493615.33,9453768218.37,15132420870.63,2891734631.52,999085431.51,15822330214.54,30093871084.44,2993585530.5,27866767123.95,1.6006761030194898,0.10568118536782364,0.1892000413282382,0.07991971047749995,000543,Extreme,80.13311458679934
000544,1509125133.34,9830919208.6,7723055428.43,537656949.53,20837096.08,9835801675.99,5443265656.21,1071370280.27,7812940694.22,0.785588332541065,0.0021195470777312353,0.10892556759102849,-0.3033012959848885,000544,High,58.930512423248395
000545,169291210.85,800445946.99,1486161954.46,442284207.95,154316157.63,1146649604.67,2132842535.4,-253779280.65,2264264851.79,1.8566674739856814,0.19278773065225835,-0.22132243330170281,-0.05804193634243132,000545,Extreme,96.10013684930121
000546,125905620.71,2010859749.61,958037553.11,31097076.67,941809253.23,4161887438.48,6733519809.19,-22756838.87,2843621882.45,0.47643181146562236,0.4683614824020726,-0.005467913105865071,1.3679378227982097,000546,Low,51.00199140402049
000547,1607655785.65,6840098552.43,5042956716.6,680508374.75,2158824734.41,5188954276.93,1868864473.05,-1840348256.39,1862575225.19,0.7372637510914882,0.31561310379702934,-0.3546665008346973,0.003376640994115195,000547,High,64.97447371772923
000550,12546295890.0,20494646240.0,19241068920.0,1500000000.0,2054517242.0,11292579854.0,38374160748.0,1205176809.0,33167325081.0,0.9388339127535973,0.10024653355519446,0.10672289455390555,0.1569869036554519,000550,High,61.43323932108562
000551,1245544279.15,4033884831.8,2373708432.63,311067922.22,1419492429.49,2620335102.08,4192065291.1,380066184.47,4323163307.84,0.5884422911426561,0.35189215574520855,0.14504487772129096,-0.03032455806197645,000551,Medium,58.12769626549739
000552,4804614247.46,9659341632.38,7922902712.64,76106912.32,1001860775.42,16880930621.74,9603970618.61,1215461195.34,11259062215.66,0.8202321663498146,0.10371936448148464,0.07200202539631766,-0.14700083944362313,000552,High,61.86990686205985
000553,3630608000.0,25917390000.0,18013457000.0,4748720000.0,11164663000.0,18991094000.0,29488046000.0,-2903204000.0,32779456000.0,0.6950336048498711,0.43077883228210867,-0.15287186720259507,-0.1004107572743123,000553,Medium,67.62458652529197
000555,2049377961.97,9668875021.78,6172188547.66,380245134.25,2538700097.19,5643853668.62,10002831521.49,-536465761.64,12056229678.83,0.6383564306867755,0.2625641650627764,-0.09505309548026841,-0.17031843387536333,000555,Medium,62.41798138592631
000558,279212316.25,751496375.5,454276233.24,60077458.38,130462704.06,1063231206.36,412926248.65,-21856577.55,255183239.88,0.6044955744966198,0.1736039032433098,-0.020556749481447756,0.6181558351723204,000558,Medium,51.29340646425813
000559,6118697372.66,14236202770.97,10686790362.9,3764690944.23,3536803114.98,9150318306.29,12868427458.12,957419861.48,14486808920.82,0.7506770263691491,0.24843725337996264,0.10463241052738702,-0.11171414433264944,000559,High,62.232573305715356
000560,3237829500.64,10700620174.45,15106044950.41,1177020749.15,216542142.32,9385985309.63,12536094465.65,70033165.08,12091732831.61,1.4116980795635456,0.0202364104874071,0.007461461185981842,0.0367492104091447,000560,Extreme,77.30282401535055
000561,364755794.57,3179863750.34,2083433421.71,485478027.04,836739554.25,1770776429.72,1201478479.2,-161729821.46,1470321144.51,0.6551958150682504,0.2631369203037499,-0.09133271639806792,-0.182846221258414,000561,Medium,63.0627596722254
000564,1176220347.05,4274503060.58,4733935477.18,62065358.33,2548280496.47,15417222647.51,1423720261.14,-1383610135.84,1400009537.62,1.107482065187166,0.5961583043349671,-0.08974444797704621,0.016936115706974522,000564,Extreme,82.95905840691941
000565,270353509.16,481367857.29,185874821.73,40036666.67,77148648.28,1240882570.2,350443974.95,4366872.82,500201805.24,0.3861388310728436,0.16026962978860013,0.0035191668614510127,-0.2993948216923073,000565,Low,53.49687472228711
000566,329624399.72,1401755463.26,4299131641.34,1662430227.35,375432144.11,525286982.84,990701458.53,-1595200649.41,1478580692.25,3.0669626436423525,0.2678299845801023,-3.036817399862907,-0.32996456417781284,000566,Extreme,100.0
000570,1063700492.59,3250077632.76,1684481468.6,94471787.41,819201998.42,3362683464.32,2415869028.32,24617564.88,2155698787.49,0.5182896099529538,0.2520561324943875,0.0073208094491219525,0.1206895148523654,000570,Medium,55.460176226196594
000571,545007951.96,741620144.13,1214799521.02,80128888.89,30726597.87,226933900.8,820655114.44,-115428837.33,1224174513.22,1.638034687481541,0.041431719611723324,-0.5086451910582062,-0.32962571465289303,000571,Extreme,88.47309076126824
000572,364543676.48,3126598501.18,2894663653.56,238230623.29,426613687.95,1756587726.73,1823198497.64,-276470868.87,2583818805.38,0.9258187939601243,0.13644658493535164,-0.15739086904852065,-0.2943783465606197,000572,High,69.12951190779373
000573,420185229.19,1454176947.41,385381147.16,160186250.0,940353437.95,1583666681.02,489555332.19,-47125120.01,352249483.63,0.26501668029217024,0.6466568182261734,-0.029756968795761927,0.38979716065169584,000573,Low,55.21894925790248
